inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs2,abs1
0.626750191,0.6933311,0.620364677,0.667835815,0.615635488,0.675042352,0.624304615,0.70352431,0.115635488,0.120364677
0.984216961,0.864337006,0.733346521,0.793269642,0.804888424,0.815405242,0.959018009,0.855980906,0.304888424,0.233346521
0.884984998,0.826009118,0.815088202,0.827963912,0.871368148,0.816365222,0.880750632,0.799822912,0.371368148,0.315088202
0.786987312,1.070856872,0.60059537,0.966245979,0.65872545,1.013445446,0.771125861,1.052806169,0.15872545,0.10059537
0.576334161,0.847064725,0.455327065,0.802164208,0.431096392,0.792846326,0.548761129,0.855958027,0.068903608,0.044672935
0.637847782,0.79063831,0.501179954,0.761646485,0.531489413,0.752984391,0.61726953,0.813710406,0.031489413,0.001179954
0.906393242,0.770398442,0.820199597,0.736584268,0.853602881,0.739233526,0.92394361,0.787666782,0.353602881,0.320199597
0.50864058,0.716790878,0.469971618,0.720906602,0.455560176,0.703138347,0.515600322,0.689365483,0.044439824,0.030028382
0.598496322,0.792662013,0.470154009,0.743494808,0.564396025,0.76124352,0.612968945,0.792302592,0.064396025,0.029845991
0.715744213,0.768586488,0.648367085,0.778483041,0.63819594,0.782855036,0.639211194,0.771891788,0.13819594,0.148367085
0.778395544,0.841514346,0.691099327,0.791418514,0.7564921,0.830679555,0.767029854,0.823018476,0.2564921,0.191099327
0.752900728,0.745595621,0.625872991,0.698022716,0.62464943,0.703333255,0.776358991,0.744504116,0.12464943,0.125872991
0.869404187,0.686902327,0.810340286,0.653151614,0.764179586,0.631970507,0.856171496,0.686800656,0.264179586,0.310340286
0.486737216,0.924470826,0.497973021,0.933540886,0.333240063,0.861235539,0.514973212,0.946052332,0.166759937,0.002026979
0.752585806,0.853249527,0.668125051,0.790685559,0.738084804,0.811946602,0.716862624,0.881865203,0.238084804,0.168125051
0.694492145,1.022890153,0.584744666,1.005958284,0.61381346,1.024573407,0.699071534,1.010316598,0.11381346,0.084744666
0.633009364,0.919558016,0.618793387,0.821436144,0.559536328,0.845219194,0.665752467,0.888567344,0.059536328,0.118793387
0.526989941,0.961324194,0.294382143,0.946460399,0.258078681,0.873026413,0.486555718,0.970309181,0.241921319,0.205617857
0.562588047,0.845343129,0.597271193,0.827327685,0.512499898,0.760661619,0.546465705,0.864529516,0.012499898,0.097271193
0.425419727,0.760465187,0.431288405,0.729201175,0.421962656,0.754651147,0.417029548,0.778357448,0.078037344,0.068711595
0.748955836,0.930582329,0.702942551,0.91789893,0.736868316,0.92338168,0.790901196,0.97289018,0.236868316,0.202942551
0.608231378,0.845354419,0.452510328,0.784907904,0.480403154,0.777719166,0.601162939,0.837469074,0.019596846,0.047489672
0.956831041,0.772345462,0.894760639,0.771054256,0.941227533,0.766476951,0.920378123,0.805909677,0.441227533,0.394760639
0.806667218,0.77405161,0.691430721,0.709815561,0.776331647,0.806296899,0.861100611,0.769279728,0.276331647,0.191430721
0.563286013,0.769378698,0.460067722,0.722567448,0.461798366,0.733364248,0.557249818,0.774135833,0.038201634,0.039932278
0.723466686,0.712163701,0.713510598,0.713386938,0.719076204,0.725832932,0.750889561,0.728550855,0.219076204,0.213510598
0.628392899,0.937977355,0.583748721,0.914184742,0.593937352,0.906378526,0.622838689,0.946786162,0.093937352,0.083748721
0.820157619,0.874001911,0.678177051,0.788793124,0.747810156,0.86086549,0.801718792,0.841217432,0.247810156,0.178177051
0.715456265,0.904955846,0.633205298,0.873107157,0.641594613,0.85321258,0.731125381,0.910516675,0.141594613,0.133205298
0.810507108,0.732860609,0.795218719,0.774614086,0.684691012,0.667894682,0.793992733,0.67886989,0.184691012,0.295218719
0.746078762,1.01966215,0.705650942,1.00180497,0.804841607,1.069293698,0.76679113,1.042646115,0.304841607,0.205650942
0.718867894,0.901841123,0.636811726,0.857422855,0.569544315,0.779141555,0.712175257,0.901150572,0.069544315,0.136811726
0.896440857,0.872730441,0.85728469,0.876819586,0.861878158,0.860719904,0.920694966,0.874637005,0.361878158,0.35728469
0.575011849,0.876214991,0.435318514,0.80494661,0.491900064,0.857578896,0.576605456,0.936097386,0.008099936,0.064681486
0.516003865,0.792192297,0.501352166,0.81741117,0.498249984,0.775529125,0.534302877,0.820048292,0.001750016,0.001352166
0.688570095,0.924914685,0.364401786,0.78833454,0.456428275,0.79044276,0.674749885,0.913859706,0.043571725,0.135598214
0.853612891,0.900228615,0.660945529,0.798077227,0.72568485,0.816053864,0.85391626,0.901796456,0.22568485,0.160945529
0.917741295,0.774395234,0.833901412,0.740542897,0.793507957,0.700740819,0.967240775,0.785208877,0.293507957,0.333901412
0.823317649,0.699874525,0.825612099,0.676230894,0.736121882,0.666290346,0.803423685,0.766300856,0.236121882,0.325612099
1.039536911,0.715688541,0.673354381,0.583205916,0.779923214,0.603487435,1.072995408,0.725651352,0.279923214,0.173354381
0.65415196,0.908440228,0.570180536,0.836066885,0.559060302,0.821521265,0.671404349,0.893770928,0.059060302,0.070180536
0.60493916,0.891803136,0.461542201,0.80289711,0.537364901,0.864936474,0.600620828,0.918728096,0.037364901,0.038457799
0.563546877,1.032829973,0.47373699,1.022494408,0.478503238,1.010728426,0.592192464,1.025622113,0.021496762,0.02626301
0.204751037,0.881048001,0.129094874,0.796841861,0.136376796,0.839689859,0.187007743,0.93164941,0.363623204,0.370905126
0.724608255,0.747219893,0.571967186,0.699219882,0.565580727,0.704123478,0.691544978,0.773185436,0.065580727,0.071967186
0.575683643,0.916418557,0.465736283,0.885432238,0.417443608,0.86309809,0.520810768,0.911691762,0.082556392,0.034263717
0.687397548,0.86764159,0.648707945,0.853115494,0.528322413,0.793622931,0.687281179,0.835146812,0.028322413,0.148707945
0.802051758,0.849446501,0.622675172,0.780684821,0.610162842,0.794210822,0.788710785,0.814066013,0.110162842,0.122675172
0.782153334,0.813133784,0.666799153,0.717455549,0.665056405,0.729741082,0.775117082,0.798163732,0.165056405,0.166799153
0.621075136,0.832973759,0.508931308,0.687420852,0.566169189,0.720118643,0.623635627,0.774415878,0.066169189,0.008931308
0.485623862,0.843434146,0.480092447,0.842688521,0.354946611,0.768173608,0.495354914,0.828466643,0.145053389,0.019907553
0.687697109,0.785586241,0.684354949,0.750210664,0.710969468,0.787753095,0.69041072,0.7681298,0.210969468,0.184354949
0.896622916,0.748882566,0.719622746,0.67204219,0.750635425,0.667115242,0.896010615,0.752168535,0.250635425,0.219622746
0.863593105,0.736964865,0.845608061,0.780876377,0.665904198,0.653920544,0.832747531,0.744795569,0.165904198,0.345608061
0.80388369,0.768556079,0.77470385,0.753582478,0.579243907,0.690854361,0.774180664,0.760475819,0.079243907,0.27470385
0.729048737,0.856237183,0.647750367,0.816025793,0.442142406,0.677205026,0.714375153,0.878918053,0.057857594,0.147750367
0.596043653,0.838736089,0.319708511,0.72309729,0.270704824,0.695618171,0.575129469,0.818221807,0.229295176,0.180291489
0.649916142,0.858321396,0.61991212,0.804929319,0.473170885,0.786661889,0.635470696,0.835377088,0.026829115,0.11991212
0.742075155,0.845414114,0.510303479,0.74829038,0.587013406,0.804223956,0.735871843,0.867864366,0.087013406,0.010303479
0.566524213,0.752976132,0.562377497,0.734751256,0.539792347,0.716298244,0.579778673,0.751677787,0.039792347,0.062377497
0.823248689,0.640333449,0.64993986,0.552857109,0.706054037,0.602425496,0.807838233,0.621977536,0.206054037,0.14993986
0.673419038,0.882330245,0.654722665,0.865331193,0.650040879,0.938159704,0.66387518,0.871590114,0.150040879,0.154722665
0.564591365,0.867199691,0.410074965,0.859028627,0.526261213,0.821941298,0.562926494,0.871432977,0.026261213,0.089925035
0.592123519,0.730920941,0.502237016,0.699308863,0.48883714,0.683795181,0.614696103,0.734239261,0.01116286,0.002237016
0.704824528,0.904537994,0.733963097,0.918744079,0.702345049,0.880362575,0.741800657,0.873524179,0.202345049,0.233963097
0.866086946,0.802036549,0.703170039,0.707946843,0.62459045,0.687827833,0.880757966,0.796922147,0.12459045,0.203170039
0.93686889,0.971447669,0.879640483,0.94022797,0.945787506,0.983274847,0.934273058,0.983768912,0.445787506,0.379640483
0.7919601,0.764856136,0.557561673,0.61160983,0.55057709,0.612637217,0.801596888,0.747238953,0.05057709,0.057561673
0.867775895,0.833047704,0.721697361,0.779468152,0.717483828,0.767299317,0.861078404,0.833844745,0.217483828,0.221697361
0.754920485,0.823551871,0.459063748,0.701136214,0.520478082,0.73728292,0.766698197,0.829168403,0.020478082,0.040936252
