Id,gender,cluster,age,t0,t1,t2,t3,t4,t5,t6,t7,y
74,1,2,24,0.79977361,0.170534601,0.094240042,0.216364698,0.722988796,0.304275277,0.449615677,0.024877459,0.428364455
75,1,0,24,0.374958567,0.863980979,0.709900733,0.948292666,0.121477613,0.519834396,0.055127235,0.75655574,0.571188864
76,1,1,24,0.139893347,0.559066107,0.01205163,0.312040644,0.638338994,0.639782989,0.830236058,0.938657142,0.816172442
77,1,2,24,0.276737971,0.913564012,0.534853921,0.226979314,0.154766537,0.554936816,0.04291236,0.579212418,0.095762348
78,1,0,25,0.634580425,0.784214311,0.653798653,0.431397233,0.828759136,0.863715942,0.354516545,0.924724269,0.816165889
79,1,1,25,0.873576491,0.885982111,0.789925424,0.256822256,0.266926039,0.840100444,0.550654244,0.814419493,0.155820704
80,1,2,25,0.701935823,0.872847878,0.331335184,0.445524902,0.531065531,0.404718205,0.526778951,0.98179585,0.997805832
81,1,0,25,0.686440776,0.440594683,0.466762196,0.55581392,0.599495593,0.520088016,0.054009843,0.262652097,0.457398262
82,1,1,25,0.575478956,0.242368043,0.20292808,0.144851503,0.368034905,0.800010543,0.766798488,0.756348595,0.734418009
83,1,2,26,0.608117971,0.953527125,0.093858789,0.009280066,0.409141635,0.204568594,0.995062699,0.368635418,0.801983924
84,1,0,26,0.85576991,0.818081854,0.277407505,0.53430021,0.540401759,0.70848779,0.457192556,0.492929951,0.964043459
85,1,1,26,0.59977086,0.190294925,0.318509293,0.202347195,0.44183186,0.954923969,0.42423557,0.729012249,0.431020625
86,1,2,26,0.22575443,0.192607727,0.798886974,0.405571741,0.444560506,0.888010986,0.040313596,0.407202298,0.03049964
87,1,0,27,0.312148847,0.525970384,0.51517729,0.810786986,0.582871032,0.384181543,0.046927292,0.905686926,0.461363012
88,1,1,27,0.347483257,0.966256447,0.866390741,0.336024222,0.972805389,0.643226758,0.114449036,0.953851113,0.541264557
89,1,2,27,0.309893055,0.006352073,0.530467903,0.70349447,0.205163211,0.361388188,0.677372531,0.043254474,0.169684386
90,1,0,27,0.747654387,0.941590282,0.442758415,0.028827738,0.129266121,0.018261506,0.73538002,0.852045905,0.208872594
91,1,1,28,0.483919535,0.512532453,0.364923136,0.051636356,0.514819041,0.460850218,0.62171196,0.360324949,0.979412696
92,1,2,28,0.180321456,0.276455115,0.46824985,0.927095088,0.215759929,0.312749754,0.934674989,0.070893704,0.77176851
93,1,0,28,0.609557562,0.450484314,0.93743248,0.516718797,0.162788639,0.669686972,0.275781647,0.011083377,0.132450162
94,1,1,29,0.248345951,0.55010242,0.785287891,0.172509926,0.20293697,0.625754751,0.357628654,0.912637406,0.757082305
95,1,2,29,0.223584508,0.001645913,0.754570072,0.598713792,0.068709754,0.20223918,0.603192992,0.316649434,0.127193845
96,1,0,30,0.096604359,0.753427721,0.021808563,0.370112268,0.842248645,0.334065771,0.139534137,0.241013831,0.879784704
97,1,1,30,0.501398746,0.334531267,0.792388431,0.468284813,0.461462258,0.993691576,0.297163544,0.820160242,0.537120365
98,1,2,31,0.065099458,0.154951204,0.783378669,0.974569038,0.25072876,0.188903176,0.636072121,0.960167133,0.075315859
99,1,0,32,0.191384515,0.931336096,0.753679557,0.703980302,0.81994788,0.294227589,0.181328845,0.678788612,0.904348042
