inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs1,abs2
0.608402665,0.838565093,0.602204898,0.780978423,0.576650871,0.763655442,0.627078989,0.885293784,0.102204898,0.076650871
0.676319508,0.842174281,0.623024767,0.770180754,0.663840144,0.795215242,0.649338162,0.822873435,0.123024767,0.163840144
0.538693757,0.633829625,0.567126043,0.646393232,0.616091019,0.66050715,0.546719521,0.65926945,0.067126043,0.116091019
0.563504363,0.760718915,0.530716468,0.758593295,0.567754528,0.751617918,0.561326821,0.786945026,0.030716468,0.067754528
0.477583343,0.965272691,0.504251879,1.00854795,0.475903252,0.991409247,0.452243944,0.976699876,0.004251879,0.024096748
0.450368838,0.623502584,0.440091101,0.610974602,0.406556904,0.575290213,0.455747245,0.611240003,0.059908899,0.093443096
0.670312651,0.796135646,0.583705946,0.702373381,0.66776054,0.802662737,0.666511084,0.811365734,0.083705946,0.16776054
0.652180353,0.636467806,0.663906797,0.629061493,0.624938948,0.572597349,0.625923952,0.653878207,0.163906797,0.124938948
0.528390873,0.816439314,0.523929151,0.807157849,0.530234832,0.830810611,0.548327618,0.824994738,0.023929151,0.030234832
0.461021924,0.920874912,0.44416758,0.896855991,0.456497984,0.912711787,0.444056543,0.917697588,0.05583242,0.043502016
0.662010376,0.818776212,0.650841083,0.842727033,0.666810593,0.789411624,0.696418289,0.808224111,0.150841083,0.166810593
0.721638233,0.728818256,0.706923661,0.723815948,0.725464633,0.740985647,0.736439176,0.711209662,0.206923661,0.225464633
0.684940956,1.021279017,0.70371702,0.963202843,0.725593574,1.006805437,0.678045064,1.022334397,0.20371702,0.225593574
0.549645438,0.684864798,0.562918246,0.682568735,0.550263363,0.650604646,0.52861652,0.696234043,0.062918246,0.050263363
0.656944877,0.975859838,0.657862377,0.992765827,0.68151445,1.020977326,0.660718866,0.953068231,0.157862377,0.18151445
0.769852378,0.867474335,0.748130149,0.8532991,0.748929233,0.85747752,0.746487524,0.868518559,0.248130149,0.248929233
0.527550724,1.087854844,0.50443801,1.009884117,0.530112647,1.070053556,0.529471119,1.068806959,0.00443801,0.030112647
0.555058267,0.849249634,0.539278436,0.804780457,0.554952182,0.839988384,0.556326127,0.855308742,0.039278436,0.054952182
0.57973083,0.791520578,0.579086744,0.778824786,0.545661018,0.762759302,0.548190631,0.820405762,0.079086744,0.045661018
0.678661915,0.794751672,0.669101882,0.753543124,0.683714034,0.783377122,0.667481034,0.815761032,0.169101882,0.183714034
0.42605959,0.724040118,0.429905509,0.727981358,0.39908415,0.707938703,0.42880413,0.698152079,0.070094491,0.10091585
0.57672905,0.788266506,0.549177145,0.749049675,0.563277568,0.754705429,0.570222636,0.790161052,0.049177145,0.063277568
0.538411737,0.797734399,0.539346755,0.79193595,0.546954692,0.802927981,0.528451104,0.788767408,0.039346755,0.046954692
0.545562133,0.831978818,0.546505957,0.847484746,0.541290016,0.827754302,0.553136187,0.813552051,0.046505957,0.041290016
0.584604156,0.78584813,0.52762931,0.765982863,0.466661826,0.696641075,0.587918172,0.783967718,0.02762931,0.033338174
0.630568051,0.733141976,0.618911595,0.7176413,0.655887152,0.752809645,0.668915982,0.732106026,0.118911595,0.155887152
0.515081225,0.921531492,0.501595073,0.898788535,0.501776792,0.930260274,0.524594683,0.945282517,0.001595073,0.001776792
0.539120579,0.867227547,0.556234765,0.887347456,0.50232911,0.830815552,0.536403783,0.893279883,0.056234765,0.00232911
0.571750072,1.019373506,0.526594501,0.958133725,0.594803282,0.967096605,0.567698394,1.010185534,0.026594501,0.094803282
0.476085535,0.901011954,0.428396973,0.814338762,0.466924142,0.842509943,0.509894432,0.870517305,0.071603027,0.033075858
0.533446806,0.961728972,0.491112611,0.894842797,0.478758246,0.891365361,0.529035824,0.964688699,0.008887389,0.021241754
0.605912329,0.831851892,0.576786673,0.83232476,0.585829241,0.818023942,0.601799656,0.84974281,0.076786673,0.085829241
0.486070898,0.747916917,0.469598566,0.73527068,0.490341865,0.762015937,0.476421604,0.764353635,0.030401434,0.009658135
0.574025744,0.951257739,0.575776746,0.953317915,0.53550267,0.907868633,0.599417884,0.996264618,0.075776746,0.03550267
0.503895279,0.849830146,0.457635242,0.875047247,0.485800351,0.83068456,0.491438054,0.840713937,0.042364758,0.014199649
0.539786481,0.873843887,0.551883083,0.866528707,0.50578762,0.834561275,0.535411644,0.912988068,0.051883083,0.00578762
0.474673042,0.774689732,0.476163389,0.766978442,0.478780455,0.776445478,0.482081257,0.768795833,0.023836611,0.021219545
0.581038948,0.778805668,0.542289286,0.73983491,0.586213349,0.771026303,0.586802905,0.785420691,0.042289286,0.086213349
0.559937519,0.73899438,0.523196503,0.719615236,0.551322845,0.735387109,0.566417394,0.756203622,0.023196503,0.051322845
0.590219091,0.940785361,0.609936454,0.942554846,0.606096016,0.949650345,0.594086442,0.949661483,0.109936454,0.106096016
0.636412305,0.871230139,0.578696498,0.776714584,0.579203912,0.857424185,0.657309545,0.818357833,0.078696498,0.079203912
0.607684384,0.907506863,0.625878618,0.92576761,0.616315923,0.89066553,0.616495223,0.913307493,0.125878618,0.116315923
0.589791269,0.815410089,0.527905237,0.764780909,0.534532635,0.78744596,0.549485058,0.749639929,0.027905237,0.034532635
0.62442133,1.01530616,0.605497234,1.010115489,0.628020599,1.015947221,0.640087443,1.042413455,0.105497234,0.128020599
0.641661781,0.92359294,0.641448782,0.812629327,0.582103852,0.871528849,0.641309773,0.922428794,0.141448782,0.082103852
0.587518399,0.964434532,0.571833823,1.012656801,0.602199318,0.980748124,0.582171327,0.97124804,0.071833823,0.102199318
0.503950142,0.878089481,0.510839258,0.899430074,0.51068901,0.889494769,0.489696033,0.942114766,0.010839258,0.01068901
0.504298955,0.793489187,0.463835432,0.768959598,0.502929569,0.793487024,0.498678984,0.822698162,0.036164568,0.002929569
0.5209894,0.923865789,0.494914711,0.886513272,0.548678525,0.922547629,0.539884585,0.911928606,0.005085289,0.048678525
0.59860768,0.879478016,0.498197734,0.797282651,0.52048112,0.821868088,0.60336896,0.883336888,0.001802266,0.02048112
0.592113893,0.784665357,0.58698274,0.726596989,0.579974383,0.788226624,0.585467842,0.789582158,0.08698274,0.079974383
0.568102595,0.758346373,0.500746838,0.754868666,0.58412683,0.7611667,0.572724837,0.823351459,0.000746838,0.08412683
0.76607953,0.736047256,0.670927584,0.645676827,0.710631013,0.703123856,0.771282605,0.744920991,0.170927584,0.210631013
0.61764278,0.926159981,0.639122923,0.907845428,0.642164823,0.870700116,0.612994943,0.911950257,0.139122923,0.142164823
0.524827835,0.893726165,0.482234676,0.860494837,0.472137468,0.826659673,0.532640464,0.918475458,0.017765324,0.027862532
0.410892948,1.072743042,0.439535527,1.109434921,0.406982987,1.080461325,0.405138288,1.075825729,0.060464473,0.093017013
0.368804823,0.864014746,0.378392752,0.835134072,0.382018308,0.832017792,0.357431209,0.91481707,0.121607248,0.117981692
0.419263292,0.735497252,0.385045934,0.702604379,0.419817936,0.713514547,0.410735807,0.767256085,0.114954066,0.080182064
0.619262645,0.882893803,0.628087694,0.864120987,0.62619194,0.911133396,0.610145158,0.875921228,0.128087694,0.12619194
0.594204777,0.860165059,0.591108578,0.899115135,0.592306762,0.848530996,0.564365904,0.836022162,0.091108578,0.092306762
0.540557775,0.899607547,0.54741796,0.918498383,0.543394927,0.883967596,0.531637027,0.860498176,0.04741796,0.043394927
0.603069391,0.81634127,0.60940111,0.839892084,0.552497677,0.771723059,0.56895701,0.800630798,0.10940111,0.052497677
0.570901894,0.839039928,0.546784037,0.794920089,0.564073819,0.809163426,0.576914342,0.778715403,0.046784037,0.064073819
0.429370475,0.840209902,0.376221118,0.79221058,0.483139386,0.859983269,0.43033896,0.829130566,0.123778882,0.016860614
0.550135956,0.784740008,0.572029706,0.766425132,0.523307884,0.743073299,0.549832959,0.769536205,0.072029706,0.023307884
0.560041431,0.786658852,0.511578109,0.729424021,0.549886163,0.74970192,0.57767961,0.78553125,0.011578109,0.049886163
0.552030633,0.738375695,0.496532588,0.676214628,0.510968052,0.646062341,0.542807485,0.74917873,0.003467412,0.010968052
0.591997715,0.78253938,0.621453654,0.716519066,0.611449088,0.790139414,0.588799416,0.769870934,0.121453654,0.111449088
0.481549769,0.865548477,0.446779238,0.844292203,0.457586471,0.861258554,0.476166704,0.890326809,0.053220762,0.042413529
0.655013945,0.837351825,0.571520585,0.770319541,0.590832508,0.807487893,0.644876306,0.815671188,0.071520585,0.090832508
0.532058503,0.875638076,0.586141827,0.876191838,0.546442635,0.884922503,0.518165655,0.857389874,0.086141827,0.046442635
0.62127827,0.863576726,0.570127617,0.871244617,0.606265558,0.852794324,0.632620277,0.879283509,0.070127617,0.106265558
0.536904518,0.746790926,0.578135068,0.758353139,0.561909321,0.726407542,0.542608973,0.743765337,0.078135068,0.061909321
0.652966701,0.66491119,0.659218087,0.68435569,0.645539829,0.629194325,0.64419377,0.646837213,0.159218087,0.145539829
0.636739774,0.876501873,0.528813909,0.829702802,0.694200572,0.931368679,0.638530498,0.870936474,0.028813909,0.194200572
0.41266438,0.873937972,0.380866941,0.867366596,0.403418185,0.85700568,0.39993048,0.874870695,0.119133059,0.096581815
0.457010239,0.755673351,0.442898673,0.729330947,0.459205413,0.740056213,0.457899193,0.761889987,0.057101327,0.040794587
0.650800094,0.884840247,0.728462544,0.867977722,0.661696508,0.879297876,0.642102458,0.859898943,0.228462544,0.161696508
0.593996535,0.827101275,0.559439862,0.761878766,0.556593345,0.758646074,0.59708851,0.825050995,0.059439862,0.056593345
0.650338168,1.025665246,0.651590789,1.027458447,0.648702761,1.027999756,0.650178583,1.042869246,0.151590789,0.148702761
0.711518521,0.777080489,0.750508392,0.803920881,0.681914365,0.750313525,0.717740927,0.763229032,0.250508392,0.181914365
0.679383157,0.853386733,0.681231695,0.852657359,0.693064693,0.867830715,0.692298724,0.856371717,0.181231695,0.193064693
0.589695554,0.838706202,0.57880219,0.82065431,0.502562779,0.716308513,0.589416496,0.84339265,0.07880219,0.002562779
