inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs2,abs1
1.023311611,0.846406965,0.678747415,0.776403406,0.733654194,0.77084247,0.989174006,0.840384567,0.233654194,0.178747415
0.93231627,0.850626513,0.849374953,0.815240505,0.785400286,0.815664545,0.92555813,0.82523226,0.285400286,0.349374953
0.915156542,1.070731354,0.776618766,1.009574365,0.788901239,1.007633474,0.900997794,1.051138251,0.288901239,0.276618766
0.721612358,0.822315756,0.530600715,0.804112238,0.619691866,0.807846111,0.713986891,0.829465211,0.119691866,0.030600715
0.697860845,0.780414913,0.509370677,0.74172357,0.58616368,0.753523187,0.676402237,0.803481512,0.08616368,0.009370677
1.053318725,0.765304101,0.85886914,0.657344611,0.86825712,0.684833409,1.118986627,0.776443186,0.36825712,0.35886914
0.501643302,0.719016003,0.32759447,0.658524612,0.355484727,0.698109655,0.504588836,0.692706244,0.144515273,0.17240553
0.758144029,0.782807316,0.670023565,0.753865511,0.539619039,0.697314051,0.770908219,0.783687954,0.039619039,0.170023565
0.763279753,0.762144209,0.706562499,0.779954864,0.724647292,0.767660488,0.680608772,0.765920549,0.224647292,0.206562499
0.783986372,0.825091695,0.682058033,0.772350096,0.589325256,0.753896053,0.771980169,0.808751392,0.089325256,0.182058033
0.682083923,0.765760636,0.465583596,0.729494651,0.454428484,0.674326871,0.726308123,0.761493425,0.045571516,0.034416404
0.717575578,0.708729627,0.701524219,0.708245578,0.571789077,0.669627206,0.704237695,0.712363428,0.071789077,0.201524219
0.506577061,0.922323108,0.358368313,0.877782671,0.369510487,0.874236822,0.544597489,0.942658586,0.130489513,0.141631687
0.882602178,0.852481225,0.889660138,0.859643973,0.846121222,0.834015502,0.829875715,0.87856607,0.346121222,0.389660138
0.696073185,1.019192269,0.692820533,1.009059055,0.528285783,0.972516936,0.706282678,1.003912235,0.028285783,0.192820533
0.789615941,0.924052639,0.734256675,0.881799446,0.401437653,0.681562069,0.842579758,0.891684176,0.098562347,0.234256675
0.594723775,0.951363243,0.323861212,0.909936345,0.314014634,0.889493908,0.554216477,0.96009147,0.185985366,0.176138788
0.604334064,0.84035571,0.529062,0.775881976,0.538123468,0.765147314,0.603669068,0.857972424,0.038123468,0.029062
0.510412229,0.748012521,0.53258571,0.749646164,0.52954729,0.734690612,0.521300358,0.764618168,0.02954729,0.03258571
0.75156377,0.933957631,0.570967595,0.879440119,0.638821656,0.895861593,0.786602446,0.975623185,0.138821656,0.070967595
0.637577667,0.841973039,0.475064652,0.803996617,0.429143605,0.785417926,0.633117871,0.834361862,0.070856395,0.024935348
1.016143563,0.801741508,0.911922763,0.745963884,1.002933851,0.81078905,0.983141167,0.832582235,0.502933851,0.411922763
0.708628316,0.764362735,0.5960131,0.705671354,0.507835847,0.682573772,0.738178317,0.757912646,0.007835847,0.0960131
0.570728561,0.77177317,0.436590112,0.729329962,0.538234998,0.75313002,0.561171059,0.777159554,0.038234998,0.063409888
0.697173755,0.726546771,0.622838818,0.686419243,0.785271266,0.738445663,0.732309469,0.742626194,0.285271266,0.122838818
0.803090966,0.923539669,0.826701757,0.940165866,0.725090409,0.882401205,0.796073625,0.932102763,0.225090409,0.326701757
0.887053709,0.884392102,0.803163356,0.855317359,0.771259905,0.832510991,0.868737997,0.846460428,0.271259905,0.303163356
0.79928231,0.882341444,0.737991923,0.865119363,0.697328281,0.864319054,0.812235844,0.888219824,0.197328281,0.237991923
0.830947099,0.727408682,0.586825357,0.595273182,0.597611659,0.598287867,0.802155384,0.674241703,0.097611659,0.086825357
0.86847988,1.000027261,0.881862444,1.007041797,0.707267436,0.901518169,0.908495004,1.019702794,0.207267436,0.381862444
0.709642594,0.894762883,0.534182928,0.892219481,0.551470451,0.825661408,0.69978659,0.895556239,0.051470451,0.034182928
0.928954493,0.876168646,0.967606936,0.87017339,0.840457983,0.855884425,0.94314927,0.88321719,0.340457983,0.467606936
0.62006623,0.879762611,0.386378998,0.751256935,0.496149753,0.82600719,0.633063481,0.940184475,0.003850247,0.113621002
0.721393656,0.774826216,0.665818316,0.764905922,0.628362112,0.782766055,0.712849943,0.803786422,0.128362112,0.165818316
0.698700705,0.918860512,0.366664075,0.832372895,0.306456999,0.787145461,0.666057705,0.909033493,0.193543001,0.133335925
0.7849985,0.888212738,0.581181543,0.806999881,0.721104936,0.856580947,0.776488162,0.889619281,0.221104936,0.081181543
0.920366261,0.777704715,0.795587789,0.709125541,0.899624136,0.772591743,0.930932633,0.785003271,0.399624136,0.295587789
0.998405715,0.674928951,0.924217499,0.674990019,0.815916442,0.617412627,0.972816553,0.742038169,0.315916442,0.424217499
1.103764893,0.710055865,0.681965122,0.569663017,0.818986784,0.617323472,1.133593379,0.719509554,0.318986784,0.181965122
0.609299352,0.914241894,0.415941842,0.824891684,0.428796314,0.837666305,0.643787212,0.894501817,0.071203686,0.084058158
0.782364221,0.869071516,0.567595433,0.794925631,0.537436887,0.783506612,0.771410948,0.891615707,0.037436887,0.067595433
0.639108043,1.023965166,0.474899191,0.990597947,0.542645327,1.01613516,0.657634854,1.020733608,0.042645327,0.025100809
0.388992305,0.852193893,0.165797066,0.79388888,0.210718968,0.804398648,0.327587242,0.905682482,0.289281032,0.334202934
0.885939356,0.728213834,0.705237196,0.698347117,0.712365583,0.677965287,0.84006163,0.752209611,0.212365583,0.205237196
0.705822421,0.895467427,0.54268797,0.835063771,0.604710371,0.838168074,0.638018655,0.894445043,0.104710371,0.04268797
0.692643775,0.862145266,0.484243734,0.804831406,0.301272163,0.719996038,0.697747152,0.827843438,0.198727837,0.015756266
0.825834533,0.861382721,0.524615171,0.781216609,0.498741188,0.745290694,0.814303549,0.825612512,0.001258812,0.024615171
0.799826653,0.797061352,0.621218771,0.668160218,0.65996082,0.692006591,0.800055143,0.780098014,0.15996082,0.121218771
0.661352177,0.834613052,0.60462838,0.731699551,0.589382657,0.759495585,0.635957923,0.777323737,0.089382657,0.10462838
0.529780644,0.840581038,0.516760126,0.79247779,0.299637172,0.730435975,0.540372632,0.826351871,0.200362828,0.016760126
0.66788242,0.785181497,0.513750236,0.71687914,0.616707824,0.752828131,0.705065678,0.766652231,0.116707824,0.013750236
0.988305549,0.746292804,0.917470895,0.72691314,0.7111581,0.626487023,0.981800514,0.7493841,0.2111581,0.417470895
0.844183967,0.722778736,0.85928029,0.724775288,0.679409221,0.688624547,0.814638978,0.73143565,0.179409221,0.35928029
0.86516723,0.740882167,0.840807802,0.74661087,0.673174861,0.680381804,0.828592557,0.735674491,0.173174861,0.340807802
0.975401567,0.830936164,0.716578768,0.714217909,0.700393129,0.746560939,0.979264753,0.848910259,0.200393129,0.216578768
0.526000915,0.842857908,0.069245395,0.738116105,0.173855107,0.744925068,0.514376402,0.821325678,0.326144893,0.430754605
0.707743266,0.85944204,0.488185856,0.826479503,0.572377963,0.85273298,0.72900984,0.829107966,0.072377963,0.011814144
0.848368383,0.813797543,0.636672878,0.739186145,0.671801747,0.743235606,0.833354759,0.835816254,0.171801747,0.136672878
0.597107106,0.762167468,0.680048029,0.775106819,0.623059143,0.740037397,0.610956871,0.761608887,0.123059143,0.180048029
0.915784159,0.624178064,0.704671465,0.562132153,0.548389052,0.534411082,0.889886897,0.609927762,0.048389052,0.204671465
0.795029856,0.866283537,0.684888598,0.821363284,0.768480029,0.855217647,0.785806652,0.859344988,0.268480029,0.184888598
0.636528364,0.853953818,0.55659,0.84583441,0.491331016,0.794225678,0.640607582,0.85826042,0.008668984,0.05659
0.645818035,0.721514872,0.565714174,0.702449397,0.549953518,0.702809888,0.663147918,0.725718477,0.049953518,0.065714174
0.738478461,0.89342119,0.668470755,0.862151903,0.683412161,0.87306262,0.781274382,0.859510921,0.183412161,0.168470755
1.028737199,0.787890218,0.822458963,0.715252971,0.752238928,0.683954014,1.055092703,0.781999634,0.252238928,0.322458963
1.002730884,0.966805904,0.918411532,0.929161561,0.930632376,0.963281042,1.000738971,0.979300516,0.430632376,0.418411532
0.778612346,0.781105792,0.579624103,0.640901417,0.540203211,0.649846016,0.784171303,0.764024898,0.040203211,0.079624103
0.960003722,0.839920821,0.833700666,0.793825116,0.865690606,0.821661535,0.948599125,0.843618423,0.365690606,0.333700666
0.851186257,0.819896363,0.526464841,0.698238507,0.646460064,0.731617721,0.852779661,0.825243149,0.146460064,0.026464841
